"Laius (mm)","Paksus (mm)","Dimensiooniühik","Nimi","Toote mall","Toote mall/Nimi","Laius (mm)","Pikkus (mm)","Paksus (mm)","Lukusta laius?","Lukusta pikkus?","Lukusta paksus?","ID","Pikkus (mm)"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39295","1900.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39296","2000.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39297","2100.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39298","2200.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39299","2300.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39300","2400.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39301","2500.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39302","2600.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39303","2700.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39304","2800.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39305","2900.0"
"68.0","15.0","mm","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","Termolepp 15x68 STP3 6tk/kimp EAN","0.0","0.0","0.0","","","","39306","3000.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35186","1500.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35187","1600.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35188","1700.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35189","1800.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35190","1900.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35191","2000.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35192","2100.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35193","2200.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35194","2300.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35195","2400.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35196","2500.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35197","2600.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35198","2700.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35199","2800.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35200","2900.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35201","3000.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35202","1500.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35203","1600.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35204","1700.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35205","1800.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35206","1900.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35207","2000.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35208","2100.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35209","2200.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35210","2300.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35211","2400.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35212","2500.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35213","2600.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35214","2700.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35215","2800.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35216","2900.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35217","3000.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35218","1500.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35219","1600.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35220","1700.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35221","1800.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35222","1900.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35223","2000.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35224","2100.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35225","2200.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35226","2300.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35227","2400.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35228","2500.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35229","2600.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35230","2700.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35231","2800.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35232","2900.0"
"68.0","15.0","mm","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","Termolepp 15x68 STS3 6tk/kimp EAN","0.0","0.0","0.0","","","","35233","3000.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28399","1500.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28400","1600.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28401","1700.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28402","1800.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28403","1900.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28404","2000.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28405","2100.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28406","2200.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28407","2300.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28408","2400.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28409","2500.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28410","2600.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28411","2700.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28412","2800.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28413","2900.0"
"90.0","15.0","mm","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","Termolepp 15x90 STP 6tk/kimp EAN","0.0","0.0","0.0","","","","28414","3000.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28551","1500.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28552","1600.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28553","1700.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28554","1800.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28555","1900.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28556","2000.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28557","2100.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28558","2200.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28559","2300.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28560","2400.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28561","2500.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28562","2600.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28563","2700.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28564","2800.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28565","2900.0"
"90.0","15.0","mm","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","Termolepp 15x90 STS4 6tk/kimp EAN","0.0","0.0","0.0","","","","28566","3000.0"
"90.0","15.0","mm","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","0.0","0.0","0.0","","","","28455","1500.0"
"90.0","15.0","mm","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","0.0","0.0","0.0","","","","28456","1800.0"
"90.0","15.0","mm","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","0.0","0.0","0.0","","","","28457","2100.0"
"90.0","15.0","mm","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","0.0","0.0","0.0","","","","28458","2400.0"
"90.0","15.0","mm","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","0.0","0.0","0.0","","","","28459","2700.0"
"90.0","15.0","mm","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","Termolepp 15x90 STS_valeura 6tk/kimp EAN","0.0","0.0","0.0","","","","28460","3000.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34144","1500.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34145","1600.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34146","1700.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34147","1800.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34148","1900.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34149","2000.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34150","2100.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34151","2200.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34152","2300.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34153","2400.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34154","2500.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34155","2600.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34156","2700.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34157","2800.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34158","2900.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34159","3000.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34160","1500.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34161","1600.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34162","1700.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34163","1800.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34164","1900.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34165","2000.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34166","2100.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34167","2200.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34168","2300.0"
"120.0","28.0","mm","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","Termolepp 28x120 SHP 4tk/kimp EAN","0.0","0.0","0.0","","","","34169","2400.0"
